from_port,to_port,from_lat,from_lon,to_lat,to_lon,count,route_key
FERROL,RIO DE JANEIRO,43.6,-8.65,-22.9,-43.16,69,"('FERROL', 'RIO DE JANEIRO')"
TEXEL,LISSABON,52.615,4.175000000000001,39.0,-9.65,69,"('LISSABON', 'TEXEL')"
MARTINIQUE,PLYMOUTH,15.65,-61.745000000000005,50.35,-4.16,69,"('MARTINIQUE', 'PLYMOUTH')"
ST JAGO,PORT EGMONT,14.92,-23.52,-51.7,-57.85,69,"('PORT EGMONT', 'ST JAGO')"
SURINAME,RAMMEKENS,6.095000000000001,-54.485,51.45,3.65,69,"('RAMMEKENS', 'SURINAME')"
VERACRUZ,CÁDIZ,19.2,-96.1,36.525000000000006,-6.41,69,"('CÁDIZ', 'VERACRUZ')"
BATAVIA,COLOMBO,-6.1,106.86,6.91,79.86,68,"('BATAVIA', 'COLOMBO')"
NEW ZEALAND,TAHITI,-41.0,174.0,-17.68,-149.45,68,"('NEW ZEALAND', 'TAHITI')"
ST HELENA,NIEUWEDIEP,-16.02,-5.08,52.155,3.27,68,"('NIEUWEDIEP', 'ST HELENA')"
ST EUSTATIUS,PARAMARIBO,17.5,-62.97,5.83,-55.15,68,"('PARAMARIBO', 'ST EUSTATIUS')"
RIO DE JANEIRO,JOHANNA,-22.9,-43.16,-12.13,44.4,68,"('JOHANNA', 'RIO DE JANEIRO')"
MAURITIUS,SPITHEAD,-20.17,57.5,50.525000000000006,-1.115,67,"('MAURITIUS', 'SPITHEAD')"
BREST,HAMPTON,48.34,-5.385,37.0,-76.2,67,"('BREST', 'HAMPTON')"
ALGOA BAAI,NEDERLAND,-34.18,25.4,52.0,5.0,67,"('ALGOA BAAI', 'NEDERLAND')"
MARAÑÓN,BARCELONA,-2.4,-44.29,41.39,2.17,67,"('BARCELONA', 'MARAÑÓN')"
MADRAS,PORT LOUIS,13.08,80.27,-20.17,57.5,67,"('MADRAS', 'PORT LOUIS')"
SPITHEAD,LOUISBOURG,50.525000000000006,-1.115,46.22,-59.29,67,"('LOUISBOURG', 'SPITHEAD')"
PLYMOUTH,MALAGA,50.35,-4.16,36.72,-4.42,67,"('MALAGA', 'PLYMOUTH')"
ROCHEFORT,FORT ROYAL,46.515,-1.97,14.59,-61.07,66,"('FORT ROYAL', 'ROCHEFORT')"
ST EUSTACIUS,HELLEVOETSLUIS,17.5,-62.97,51.81,4.08,66,"('HELLEVOETSLUIS', 'ST EUSTACIUS')"
ROTTERDAM,ST EUSTACIUS,51.0,1.11,17.5,-62.97,66,"('ROTTERDAM', 'ST EUSTACIUS')"
PORTSMOUTH,SIMONSBAAI,50.2,-1.58,-34.53,18.6,66,"('PORTSMOUTH', 'SIMONSBAAI')"
PLYMOUTH,NEW YORK,50.35,-4.16,40.75,-73.97,66,"('NEW YORK', 'PLYMOUTH')"
BUENOS AIRES,ANTWERPEN,-34.63,-58.33,51.22,4.4,65,"('ANTWERPEN', 'BUENOS AIRES')"
PORT ROYAL,PLYMOUTH,17.94,-76.84,50.35,-4.16,65,"('PLYMOUTH', 'PORT ROYAL')"
SOERABAYA,TAFELBAAI,-7.23,112.7,-34.225,18.175,65,"('SOERABAYA', 'TAFELBAAI')"
NEDERLAND,NEW YORK,52.0,5.0,40.75,-73.97,65,"('NEDERLAND', 'NEW YORK')"
TRINIDADA,LISBON,10.5,-61.25,38.68,-9.1,64,"('LISBON', 'TRINIDADA')"
BATAVIA,PADANG,-6.1,106.86,-1.095,100.375,64,"('BATAVIA', 'PADANG')"
PORTO PRAYA,SPITHEAD,14.92,-23.52,50.525000000000006,-1.115,64,"('PORTO PRAYA', 'SPITHEAD')"
MADEIRA,SPITHEAD,32.95,-15.88,50.525000000000006,-1.115,64,"('MADEIRA', 'SPITHEAD')"
BRAMSPUNT,BERGEN/NOORWEGEN,6.07,-55.17,60.39,5.32,63,"('BERGEN/NOORWEGEN', 'BRAMSPUNT')"
HELVOETSLUIS,CURACAO,51.33,1.72,12.21,-68.34,63,"('CURACAO', 'HELVOETSLUIS')"
BUENOS AIRES,CHARILLO,-34.63,-58.33,-12.67,-77.06,63,"('BUENOS AIRES', 'CHARILLO')"
BATAVIA,GAMRON,-6.1,106.86,26.8,56.6,63,"('BATAVIA', 'GAMRON')"
ST THOMAS,SPITHEAD,17.96,-65.14500000000001,50.525000000000006,-1.115,63,"('SPITHEAD', 'ST THOMAS')"
TRINCOMALEE,MADRAS,8.57,81.22,13.08,80.27,62,"('MADRAS', 'TRINCOMALEE')"
GRAVESEND,ST HELENA,51.44,0.37,-16.02,-5.08,62,"('GRAVESEND', 'ST HELENA')"
CÁDIZ,CAVITE,36.525000000000006,-6.41,14.5,120.92,62,"('CAVITE', 'CÁDIZ')"
TEXEL,NEW YORK,52.615,4.175000000000001,40.75,-73.97,62,"('NEW YORK', 'TEXEL')"
FORT AMSTERDAM,HELLEVOETSLUIS,6.05,-54.73,51.81,4.08,62,"('FORT AMSTERDAM', 'HELLEVOETSLUIS')"
FORT ROYAL,HELLEVOETSLUIS,14.59,-61.07,51.81,4.08,61,"('FORT ROYAL', 'HELLEVOETSLUIS')"
MONTEVIDEO,TABLE BAY,-34.89,-56.21,-33.9,18.4,61,"('MONTEVIDEO', 'TABLE BAY')"
DOWNS UK,ST HELENA,51.2,1.4,-16.02,-5.08,61,"('DOWNS UK', 'ST HELENA')"
STRAAT SUNDA,NOORDKUST JAVA,-6.0,105.9,-7.5,110.0,61,"('NOORDKUST JAVA', 'STRAAT SUNDA')"
TEXEL,MONTEVIDEO,52.615,4.175000000000001,-34.89,-56.21,61,"('MONTEVIDEO', 'TEXEL')"
ST PIERRE,LA ROCHELLE,14.73,-61.18,46.16,-1.15,61,"('LA ROCHELLE', 'ST PIERRE')"
ST KITTS,PLYMOUTH,17.3,-62.73,50.35,-4.16,61,"('PLYMOUTH', 'ST KITTS')"
ST HELENA,CANTON,-16.02,-5.08,19.98,113.85,61,"('CANTON', 'ST HELENA')"
PONDICHERRY,TABLE BAY,11.93,79.83,-33.9,18.4,61,"('PONDICHERRY', 'TABLE BAY')"
MAKASSAR,MANILA,-5.65,118.2,14.15,120.5,60,"('MAKASSAR', 'MANILA')"
CURACAO,VLISSINGEN,12.21,-68.34,51.45,3.58,60,"('CURACAO', 'VLISSINGEN')"
LISBON,CRUISING TO LISBON,38.68,-9.1,38.72,-9.14,60,"('CRUISING TO LISBON', 'LISBON')"
MANILLA,MADRAS,14.65,119.62,13.08,80.27,60,"('MADRAS', 'MANILLA')"
NEDERLAND,FORT AXIM,52.0,5.0,4.5,-3.93,60,"('FORT AXIM', 'NEDERLAND')"
BUENOS AIRES,NEW YORK,-34.63,-58.33,40.75,-73.97,60,"('BUENOS AIRES', 'NEW YORK')"
LONG BAY JAMAICA,SPITHEAD,18.1,-77.3,50.525000000000006,-1.115,60,"('LONG BAY JAMAICA', 'SPITHEAD')"
SENEGAL,LISBON,14.7,-17.45,38.68,-9.1,60,"('LISBON', 'SENEGAL')"
ANTIGUA,NEW YORK,17.12,-61.85,40.75,-73.97,60,"('ANTIGUA', 'NEW YORK')"
HAVANNA,LIVERPOOL,23.27,-82.49,53.2,-4.63,59,"('HAVANNA', 'LIVERPOOL')"
TABLE BAY,TRINCOMALEE,-33.9,18.4,8.57,81.22,59,"('TABLE BAY', 'TRINCOMALEE')"
MIDDELBURG,CAAP MONTE,51.5,3.6,6.5,-11.0,59,"('CAAP MONTE', 'MIDDELBURG')"
MACAO,SAN FRANCISCO,22.17,113.54,37.5,-122.68,59,"('MACAO', 'SAN FRANCISCO')"
AMBOINE,LA BAIE DE LEGRAND,-3.805,128.43,-34.114999999999995,121.8,59,"('AMBOINE', 'LA BAIE DE LEGRAND')"
CURAÇAO,ST EUSTACIUS,12.34,-68.5,17.5,-62.97,59,"('CURAÇAO', 'ST EUSTACIUS')"
JAVA,COLOMBO,-7.5,110.0,6.91,79.86,59,"('COLOMBO', 'JAVA')"
BASSE TERRE,PLYMOUTH,16.23,-61.53,50.35,-4.16,59,"('BASSE TERRE', 'PLYMOUTH')"
GIBRALTAR,BARBADOS,36.19,-5.21,13.095,-58.93,59,"('BARBADOS', 'GIBRALTAR')"
ST MAARTEN,SURINAME,17.715,-62.52,6.095000000000001,-54.485,59,"('ST MAARTEN', 'SURINAME')"
PORT EGMONT,FAYAL,-51.7,-57.85,38.63,-29.85,59,"('FAYAL', 'PORT EGMONT')"
NEDERLAND,RIO DE LA PLATA,52.0,5.0,-35.0,-54.78,59,"('NEDERLAND', 'RIO DE LA PLATA')"
MIDDELBURG,SURINAME,51.5,3.6,6.095000000000001,-54.485,58,"('MIDDELBURG', 'SURINAME')"
MAURITIUS,KAAP DE GOEDE HOOP,-20.17,57.5,-34.12,18.23,58,"('KAAP DE GOEDE HOOP', 'MAURITIUS')"
TEXEL,ELMINA,52.615,4.175000000000001,5.08,-1.34,58,"('ELMINA', 'TEXEL')"
SANTA CRUZ,SIMONSBAAI,28.45,-16.25,-34.53,18.6,58,"('SANTA CRUZ', 'SIMONSBAAI')"
CADIZ,CARTAGENA,36.53,-6.3,10.4,-75.5,58,"('CADIZ', 'CARTAGENA')"
ST MARTIN,PARAMARIBO,17.725,-59.355,5.83,-55.15,58,"('PARAMARIBO', 'ST MARTIN')"
TRINCOMALEE,PORT LOUIS,8.57,81.22,-20.17,57.5,58,"('PORT LOUIS', 'TRINCOMALEE')"
ST HELENA,BENCOOLEN,-16.02,-5.08,-3.72,101.5,57,"('BENCOOLEN', 'ST HELENA')"
ST HELENA,JAVA,-16.02,-5.08,-7.5,110.0,57,"('JAVA', 'ST HELENA')"
TEXEL,ST EUSTACIUS,52.615,4.175000000000001,17.5,-62.97,57,"('ST EUSTACIUS', 'TEXEL')"
ROTTERDAM,ST GEORGE D'ELMINA,51.0,1.11,5.08,-1.34,57,"('ROTTERDAM', ""ST GEORGE D'ELMINA"")"
SPITHEAD,ST JAGO,50.525000000000006,-1.115,14.92,-23.52,57,"('SPITHEAD', 'ST JAGO')"
UK,NEW YORK,51.5,-0.1,40.75,-73.97,56,"('NEW YORK', 'UK')"
TABLE BAY,BOMBAY,-33.9,18.4,18.93,72.85,56,"('BOMBAY', 'TABLE BAY')"
MAURITIUS,COCHIN,-20.17,57.5,9.96,76.25,56,"('COCHIN', 'MAURITIUS')"
NEDERLAND,ST EUSTASIUS,52.0,5.0,17.5,-62.97,56,"('NEDERLAND', 'ST EUSTASIUS')"
ST EUSTACIUS,TEXEL,17.5,-62.97,52.615,4.175000000000001,55,"('ST EUSTACIUS', 'TEXEL')"
COCHIN,BATAVIA,9.96,76.25,-6.1,106.86,55,"('BATAVIA', 'COCHIN')"
SPITHEAD,NEVIS,50.525000000000006,-1.115,17.15,-62.58,55,"('NEVIS', 'SPITHEAD')"
"PORT EGMONT, FALKLAND ISLANDS",UK,-51.8,-59.0,51.5,-0.1,55,"('PORT EGMONT, FALKLAND ISLANDS', 'UK')"
CÁDIZ,FERROL,36.525000000000006,-6.41,43.6,-8.65,55,"('CÁDIZ', 'FERROL')"
LOUISBOURG,TOULON,46.22,-59.29,43.12,5.93,55,"('LOUISBOURG', 'TOULON')"
RIO DE JANEIRO,SPITHEAD,-22.9,-43.16,50.525000000000006,-1.115,55,"('RIO DE JANEIRO', 'SPITHEAD')"
VERACRUZ.,CÁDIZ,19.2,-96.1,36.525000000000006,-6.41,54,"('CÁDIZ', 'VERACRUZ.')"
ST HELENA,HELVOETSLUIS,-16.02,-5.08,51.33,1.72,54,"('HELVOETSLUIS', 'ST HELENA')"
VALPARAISO,RIO DE JANEIRO,-33.08,-71.67,-22.9,-43.16,54,"('RIO DE JANEIRO', 'VALPARAISO')"
MADRAS,PLYMOUTH,13.08,80.27,50.35,-4.16,54,"('MADRAS', 'PLYMOUTH')"
FORT ST DAVID,UK,11.77,79.78,51.5,-0.1,54,"('FORT ST DAVID', 'UK')"
NEW YORK,PLYMOUTH,40.75,-73.97,50.35,-4.16,54,"('NEW YORK', 'PLYMOUTH')"
ROCHEFORT,"TOBAGO, LA MARTINIQUE, ST. DOMINGUE",46.515,-1.97,14.64,-61.02,53,"('ROCHEFORT', 'TOBAGO, LA MARTINIQUE, ST. DOMINGUE')"
BUENOS AIRES,VALPARAISO,-34.63,-58.33,-33.08,-71.67,53,"('BUENOS AIRES', 'VALPARAISO')"
PARAMARIBO,NEDERLAND,5.83,-55.15,52.0,5.0,53,"('NEDERLAND', 'PARAMARIBO')"
ST HELLENA,UK,-15.95,-5.72,51.5,-0.1,53,"('ST HELLENA', 'UK')"
TEXEL,ST SALVADOR,52.615,4.175000000000001,-13.13,-38.2,53,"('ST SALVADOR', 'TEXEL')"
CANTON,ST HELENA,19.98,113.85,-16.02,-5.08,53,"('CANTON', 'ST HELENA')"
CANTON,TABLE BAY,19.98,113.85,-33.9,18.4,53,"('CANTON', 'TABLE BAY')"
PORTSMOUTH,MADEIRA,50.2,-1.58,32.95,-15.88,53,"('MADEIRA', 'PORTSMOUTH')"
PORT EGMONT,PLYMOUTH,-51.7,-57.85,50.35,-4.16,53,"('PLYMOUTH', 'PORT EGMONT')"
LA HABANA,SANTANDER,23.48,-80.91,43.46,-3.8,52,"('LA HABANA', 'SANTANDER')"
CÁDIZ,EL CALLAO (LIMA),36.525000000000006,-6.41,-12.07,-77.15,52,"('CÁDIZ', 'EL CALLAO (LIMA)')"
SIERRA LEONE,UK,8.684999999999999,-13.415,51.5,-0.1,52,"('SIERRA LEONE', 'UK')"
ST GEORGE D'ELMINAR,SURINAME,5.08,-1.35,6.095000000000001,-54.485,52,"(""ST GEORGE D'ELMINAR"", 'SURINAME')"
BREMEN,NEW YORK,53.08,8.8,40.75,-73.97,52,"('BREMEN', 'NEW YORK')"
MOCHA,BOMBAY,13.32,43.25,18.93,72.85,52,"('BOMBAY', 'MOCHA')"
BATAVIA,SOERABAYA,-6.1,106.86,-7.23,112.7,52,"('BATAVIA', 'SOERABAYA')"
ST HELENA,PORTSMOUTH,-16.02,-5.08,50.2,-1.58,52,"('PORTSMOUTH', 'ST HELENA')"
MIDDELBURG,ST PAOLO,51.5,3.6,5.9,-10.5,52,"('MIDDELBURG', 'ST PAOLO')"
FUNCHAL,BARBADOS,32.63,-16.88,13.095,-58.93,52,"('BARBADOS', 'FUNCHAL')"
VLISSINGEN,ST GEORGE D'ELMINA,51.45,3.58,5.08,-1.34,51,"(""ST GEORGE D'ELMINA"", 'VLISSINGEN')"
SPITHEAD,CAPE COAST,50.525000000000006,-1.115,5.1,-1.25,51,"('CAPE COAST', 'SPITHEAD')"
SANDWICH ISLANDS,MACAO,21.3,-157.8,22.17,113.54,51,"('MACAO', 'SANDWICH ISLANDS')"
SIMONSBAAI,BATAVIA,-34.53,18.6,-6.1,106.86,51,"('BATAVIA', 'SIMONSBAAI')"
ELMINA,BRAAMSPUNT,5.08,-1.34,6.21,-55.11,51,"('BRAAMSPUNT', 'ELMINA')"
KAAPSTAD,COLOMBO,-34.68,18.12,6.91,79.86,51,"('COLOMBO', 'KAAPSTAD')"
BARCELONA,MARAÑÓN,41.39,2.17,-2.4,-44.29,51,"('BARCELONA', 'MARAÑÓN')"
MANILA.,CÁDIZ,14.6,120.98,36.525000000000006,-6.41,51,"('CÁDIZ', 'MANILA.')"
BARBADOS,DOWNS UK,13.095,-58.93,51.2,1.4,50,"('BARBADOS', 'DOWNS UK')"
TABLE BAY,TILLICHERRY,-33.9,18.4,11.73,75.48,50,"('TABLE BAY', 'TILLICHERRY')"
MANILA,ISLA DE LA ASCENSION,14.15,120.5,-7.93,-14.37,50,"('ISLA DE LA ASCENSION', 'MANILA')"
PORT LOUIS,MARTINIQUE,-20.17,57.5,15.65,-61.745000000000005,50,"('MARTINIQUE', 'PORT LOUIS')"
JAMAICA,DOWNS UK,18.1,-77.3,51.2,1.4,50,"('DOWNS UK', 'JAMAICA')"
ROTTERDAM,ST CHRISTOFFEL,51.0,1.11,17.38,-61.57,50,"('ROTTERDAM', 'ST CHRISTOFFEL')"
MADEIRA,TABLE BAY,32.95,-15.88,-33.9,18.4,50,"('MADEIRA', 'TABLE BAY')"
MANILA,CADIZ,14.15,120.5,36.53,-6.3,50,"('CADIZ', 'MANILA')"
"TORTOLA ROADS, ST THOMAS",SPITHEAD,18.34,-64.93,50.525000000000006,-1.115,50,"('SPITHEAD', 'TORTOLA ROADS, ST THOMAS')"
MAURITIUS,MADRAS,-20.17,57.5,13.08,80.27,49,"('MADRAS', 'MAURITIUS')"
SIMONSBAAI,FORT BANJOEWANGIE,-34.53,18.6,-8.2,114.35,49,"('FORT BANJOEWANGIE', 'SIMONSBAAI')"
ILE DE PAQUE,ILE MOWÉE,-27.175,-109.06,20.51,-156.09,49,"('ILE DE PAQUE', 'ILE MOWÉE')"
MIDDELBURG,RIO GABON,51.5,3.6,-0.1249999999999999,8.875,49,"('MIDDELBURG', 'RIO GABON')"
ROCHEFORT,ST PIERRE,46.515,-1.97,14.73,-61.18,49,"('ROCHEFORT', 'ST PIERRE')"
CURAÇAO,MIDDELBURG,12.34,-68.5,51.5,3.6,49,"('CURAÇAO', 'MIDDELBURG')"
CAP FRANCAISE,ROCHEFORT,19.74,-72.19,46.515,-1.97,49,"('CAP FRANCAISE', 'ROCHEFORT')"
TABLE BAY,GULF OF ADEN,-33.9,18.4,12.79,45.03,48,"('GULF OF ADEN', 'TABLE BAY')"
JAMAICA,CORK,18.1,-77.3,51.35,-8.815,48,"('CORK', 'JAMAICA')"
CORK,ANTIGUA,51.35,-8.815,17.12,-61.85,48,"('ANTIGUA', 'CORK')"
SPITHEAD,SENEGAL,50.525000000000006,-1.115,14.7,-17.45,48,"('SENEGAL', 'SPITHEAD')"
DOVER,CAAP MONTE,51.48,1.52,6.5,-11.0,48,"('CAAP MONTE', 'DOVER')"
PLYMOUTH,PORTO PRAYA,50.35,-4.16,14.92,-23.52,48,"('PLYMOUTH', 'PORTO PRAYA')"
TABLE BAY,"BACK BAY, TRINCOMALEE",-33.9,18.4,8.58,81.23,48,"('BACK BAY, TRINCOMALEE', 'TABLE BAY')"
NEDERLAND,CURACAO,52.0,5.0,12.21,-68.34,48,"('CURACAO', 'NEDERLAND')"
SPITHEAD,GOREE,50.525000000000006,-1.115,14.67,-17.4,48,"('GOREE', 'SPITHEAD')"
NEW YORK,CURACAO,40.75,-73.97,12.21,-68.34,48,"('CURACAO', 'NEW YORK')"
NEW YORK,NEDERLAND,40.75,-73.97,52.0,5.0,48,"('NEDERLAND', 'NEW YORK')"
TABLE BAY,"PORT LOUIS, MAURITIUS",-33.9,18.4,-20.15,57.47,47,"('PORT LOUIS, MAURITIUS', 'TABLE BAY')"
TABLE BAY,CEYLON,-33.9,18.4,6.85,82.1,47,"('CEYLON', 'TABLE BAY')"
HELLEVOETSLUIS,BAHIA DE TODOS LOS SANTOS,51.81,4.08,-13.07,-38.48,47,"('BAHIA DE TODOS LOS SANTOS', 'HELLEVOETSLUIS')"
GUADELOUPE,NANTES,16.25,-61.58,47.22,-1.55,47,"('GUADELOUPE', 'NANTES')"
GUADELOUPE,ROCHEFORT,16.25,-61.58,46.515,-1.97,47,"('GUADELOUPE', 'ROCHEFORT')"
STRAAT SUNDA,TIRIKUNAMALAYA,-6.0,105.9,8.57,81.22,47,"('STRAAT SUNDA', 'TIRIKUNAMALAYA')"
ROTTERDAM,RIO DE JANEIRO,51.0,1.11,-22.9,-43.16,47,"('RIO DE JANEIRO', 'ROTTERDAM')"
BASSE TERRE ROADS,SPITHEAD,15.99,-61.73,50.525000000000006,-1.115,46,"('BASSE TERRE ROADS', 'SPITHEAD')"
FORT ROYAL,BREST,14.59,-61.07,48.34,-5.385,46,"('BREST', 'FORT ROYAL')"
GIBRALTAR,LISSABON,36.19,-5.21,39.0,-9.65,46,"('GIBRALTAR', 'LISSABON')"
HAMPTON,NEDERLAND,37.0,-76.2,52.0,5.0,46,"('HAMPTON', 'NEDERLAND')"
TABLE BAY,MOCHA,-33.9,18.4,13.32,43.25,46,"('MOCHA', 'TABLE BAY')"
PLYMOUTH,GIBRALTAR,50.35,-4.16,36.19,-5.21,46,"('GIBRALTAR', 'PLYMOUTH')"
ST THOMAS (SAO TOME),SPITHEAD,18.34,-64.93,50.525000000000006,-1.115,46,"('SPITHEAD', 'ST THOMAS (SAO TOME)')"
BATAVIA,PORT LOUIS,-6.1,106.86,-20.17,57.5,46,"('BATAVIA', 'PORT LOUIS')"
TEXEL,CANARIA,52.615,4.175000000000001,28.465,-15.35,46,"('CANARIA', 'TEXEL')"
PUERTO RICO,VERACRUZ,18.48,-66.13,19.2,-96.1,46,"('PUERTO RICO', 'VERACRUZ')"
CORK,GOREE,51.35,-8.815,14.67,-17.4,46,"('CORK', 'GOREE')"
BARBADOS,PLYMOUTH UK,13.095,-58.93,51.5,-0.1,45,"('BARBADOS', 'PLYMOUTH UK')"
SPITSBERGEN,AMSTERDAM,60.39,5.32,52.77,3.97,45,"('AMSTERDAM', 'SPITSBERGEN')"
TABLE BAY,RIO DE LA PLATA,-33.9,18.4,-35.0,-54.78,45,"('RIO DE LA PLATA', 'TABLE BAY')"
ANTIGUA,BARBADOS,17.12,-61.85,13.095,-58.93,45,"('ANTIGUA', 'BARBADOS')"
ST GEORGE D'ELMINA,MONTEVIDEO,5.08,-1.34,-34.89,-56.21,45,"('MONTEVIDEO', ""ST GEORGE D'ELMINA"")"
YARMOUTH,NEW YORK,52.61,1.73,40.75,-73.97,45,"('NEW YORK', 'YARMOUTH')"
PORT DES FRANCAIS,MONTEREY,58.6,-137.65,36.66,-121.9,45,"('MONTEREY', 'PORT DES FRANCAIS')"
NOUVELLE IRLANDE,AMBOINE,-4.72,152.675,-3.805,128.43,45,"('AMBOINE', 'NOUVELLE IRLANDE')"
ST THOMAS (SAO TOME),DOMINICA,18.34,-64.93,15.42,-61.35,45,"('DOMINICA', 'ST THOMAS (SAO TOME)')"
VLISSINGEN,PARAMARIBO,51.45,3.58,5.83,-55.15,45,"('PARAMARIBO', 'VLISSINGEN')"
MADEIRA,JAMAICA,32.95,-15.88,18.1,-77.3,44,"('JAMAICA', 'MADEIRA')"
SENEGAL,FALMOUTH,14.7,-17.45,50.15,-5.07,44,"('FALMOUTH', 'SENEGAL')"
TEXEL,ST GEORGE D'ELMINA,52.615,4.175000000000001,5.08,-1.34,44,"(""ST GEORGE D'ELMINA"", 'TEXEL')"
SURINAME,ST EUSTACIUS,6.095000000000001,-54.485,17.5,-62.97,44,"('ST EUSTACIUS', 'SURINAME')"
TEXEL,CAYENNE,52.615,4.175000000000001,4.845000000000001,-52.175,44,"('CAYENNE', 'TEXEL')"
CURACAO,RIO DE JANEIRO,12.21,-68.34,-22.9,-43.16,44,"('CURACAO', 'RIO DE JANEIRO')"
MADRAS,BATAVIA,13.08,80.27,-6.1,106.86,43,"('BATAVIA', 'MADRAS')"
PLYMOUTH,FALMOUTH,50.35,-4.16,50.15,-5.07,43,"('FALMOUTH', 'PLYMOUTH')"
PARAMARIBO,RAMMEKENS,5.83,-55.15,51.45,3.65,43,"('PARAMARIBO', 'RAMMEKENS')"
NIEUWEDIEP,NEW YORK,52.155,3.27,40.75,-73.97,43,"('NEW YORK', 'NIEUWEDIEP')"
CAP FRANCAIS,BORDEAUX,19.75,-72.2,44.84,-0.58,43,"('BORDEAUX', 'CAP FRANCAIS')"
FAYAL,PLYMOUTH,38.63,-29.85,50.35,-4.16,43,"('FAYAL', 'PLYMOUTH')"
LA GUADELOUPE,L'ISLE D'AIX,15.57,-61.67,46.6,-2.5,43,"(""L'ISLE D'AIX"", 'LA GUADELOUPE')"
CADIZ,VERACRUZ,36.53,-6.3,19.2,-96.1,43,"('CADIZ', 'VERACRUZ')"
HELLEVOETSLUIS,CAYENNE,51.81,4.08,4.845000000000001,-52.175,43,"('CAYENNE', 'HELLEVOETSLUIS')"
SANDWICH ISLANDS,PRINCE WILLIAM'S SOUND,21.3,-157.8,60.5,-147.0,42,"(""PRINCE WILLIAM'S SOUND"", 'SANDWICH ISLANDS')"
BREST,PORTSMOUTH,48.34,-5.385,50.2,-1.58,42,"('BREST', 'PORTSMOUTH')"
CADIZ,MONTEVIDEO,36.53,-6.3,-34.89,-56.21,42,"('CADIZ', 'MONTEVIDEO')"
BATAVIA,BENGALEN,-6.1,106.86,22.5,88.3,42,"('BATAVIA', 'BENGALEN')"
PARAMARIBO,TEXEL,5.83,-55.15,52.615,4.175000000000001,42,"('PARAMARIBO', 'TEXEL')"
BATAVIA,TRINCOMALEE,-6.1,106.86,8.57,81.22,42,"('BATAVIA', 'TRINCOMALEE')"
LA HABANA,CAMARIÑAS,23.48,-80.91,43.1,-9.2,42,"('CAMARIÑAS', 'LA HABANA')"
MEW BAY -JAVA,BOMBAY,-7.5,110.0,18.93,72.85,41,"('BOMBAY', 'MEW BAY -JAVA')"
BREST,CUL DE SAC,48.34,-5.385,14.42,-59.17,41,"('BREST', 'CUL DE SAC')"
TILLICHERRY,CALCUTTA,11.73,75.48,20.47,87.27,41,"('CALCUTTA', 'TILLICHERRY')"
NIEUWEDIEP,RIO DE JANEIRO,52.155,3.27,-22.9,-43.16,41,"('NIEUWEDIEP', 'RIO DE JANEIRO')"
GIBRALTAR,MARTINIQUE,36.19,-5.21,15.65,-61.745000000000005,41,"('GIBRALTAR', 'MARTINIQUE')"
BELIZE,NEDERLAND,17.240000000000002,-87.275,52.0,5.0,41,"('BELIZE', 'NEDERLAND')"
MADRAS,TILLICHERRY,13.08,80.27,11.73,75.48,40,"('MADRAS', 'TILLICHERRY')"
MADEIRA,NEW YORK,32.95,-15.88,40.75,-73.97,40,"('MADEIRA', 'NEW YORK')"
LA HABANA,CADIZ,23.48,-80.91,36.53,-6.3,40,"('CADIZ', 'LA HABANA')"
SPITHEAD,ST LUCIA,50.525000000000006,-1.115,13.9,-61.0,40,"('SPITHEAD', 'ST LUCIA')"
"CANTON RIVER, CHINA",ST HELENA,31.2,121.5,-16.02,-5.08,40,"('CANTON RIVER, CHINA', 'ST HELENA')"
TRINIDAD (CUBA),CURACAO,10.5,-61.25,12.21,-68.34,40,"('CURACAO', 'TRINIDAD (CUBA)')"
SPITHEAD,RIO DE JANEIRO,50.525000000000006,-1.115,-22.9,-43.16,40,"('RIO DE JANEIRO', 'SPITHEAD')"
BREST,"DOMINIQUE, CADIX, MALAGUA ET RETOUR A BREST",48.34,-5.385,48.4,-4.5,40,"('BREST', 'DOMINIQUE, CADIX, MALAGUA ET RETOUR A BREST')"
FERROL,CAP,43.6,-8.65,19.74,-72.19,40,"('CAP', 'FERROL')"
LA MARTINIQUE,BREST,14.64,-61.02,48.34,-5.385,40,"('BREST', 'LA MARTINIQUE')"
BOMBAY,MOCHA,18.93,72.85,13.32,43.25,40,"('BOMBAY', 'MOCHA')"
ROCHEFORT,GUADELOUPE,46.515,-1.97,16.25,-61.58,40,"('GUADELOUPE', 'ROCHEFORT')"
SURINAME,CURAÇAO,6.095000000000001,-54.485,12.34,-68.5,40,"('CURAÇAO', 'SURINAME')"
SOERABAYA,ALGOA BAAI,-7.23,112.7,-34.18,25.4,40,"('ALGOA BAAI', 'SOERABAYA')"
BATAVIA,CANTON,-6.1,106.86,19.98,113.85,40,"('BATAVIA', 'CANTON')"
PRINCESS ISLAND (NR ST THOMAS),BARBADOS,18.34,-64.93,13.095,-58.93,40,"('BARBADOS', 'PRINCESS ISLAND (NR ST THOMAS)')"
RIO DE JANEIRO,FALMOUTH,-22.9,-43.16,50.15,-5.07,40,"('FALMOUTH', 'RIO DE JANEIRO')"
CURACAO,ST MAARTEN,12.21,-68.34,17.715,-62.52,39,"('CURACAO', 'ST MAARTEN')"
ST DOMINGO,NIEUWEDIEP,18.4,-69.67,52.155,3.27,39,"('NIEUWEDIEP', 'ST DOMINGO')"
